Peak_Coordinates	BCL11A	CTCF	CTCFL	DNMT1	ETS2	GTF2I	GTF3A	IRF2	KLF1	KLF10	KLF11	KLF13	KLF15	KLF16	KLF2	KLF4	KLF5	KLF7	KLF9	LYL1	MAZ	MZF1	PATZ1	PRDM6	RBAK	RREB1	SALL2	SALL4	SP1	SP2	SP4	SP5	SP7	SP8	SP9	STAT2	TAL1	TCF12	VEZF1	WT1	ZBTB17	ZBTB7A	ZBTB7C	ZFP14	ZFP28	ZFP57	ZFP64	ZFP69B	ZFX	ZFY	ZNF121	ZNF124	ZNF132	ZNF169	ZNF180	ZNF181	ZNF182	ZNF189	ZNF202	ZNF205	ZNF219	ZNF23	ZNF263	ZNF267	ZNF281	ZNF283	ZNF30	ZNF304	ZNF311	ZNF341	ZNF354C	ZNF37A	ZNF384	ZNF394	ZNF398	ZNF436	ZNF441	ZNF444	ZNF467	ZNF484	ZNF513	ZNF527	ZNF530	ZNF543	ZNF548	ZNF557	ZNF566	ZNF571	ZNF596	ZNF613	ZNF658	ZNF682	ZNF71	ZNF766	ZNF77	ZNF770	ZNF774	ZNF776	ZNF786	ZNF823	ZNF84	ZNF846	ZNF860	ZSCAN22	ZSCAN30
chr16_17537004_17537505	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.269	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656	0	0	0	0	0	0	0	0	0	0	0	0.999	0.964	0	0	0	0	0	0.7955	0	0.849	0	0	0	0.6225	0	0	0.2745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.4425	0	0	0	0	0	0	0	0	0	0	0	0	0.1265	0	0	0	0	0	0
chr16_17551500_17552001	0	0	0	0	0	0	0.9455	0	0	0.9335	0	0	0	0	0.9885	0	0	0	0	0	0.9825	0.197	0.3485	0	0	0	0.515	0	0	0	0	0.997	0	0	0	0	0	0	0.996	0.927	0.3125	0	0	0	0	0	0	0	0	0	0	0	0.992	0.9875	0.7685	0	0	0.7635	0	0	0	0	0.1595	1	0.873	0	0	0.976	0.3785	0.9675	0	0	0	0	0.118	0	0	0	0.2395	0	0	0	0.9	0.6535	0	0.82	0	0	0	0	0	0	0	0	0	0.998	0	0	0.908	0	0	0.376	0	0	0
chr16_19457787_19458288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397	0	0.968	0	0.958	0	0.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1455	0	0	0	0	0	0	0	0.994	0	0	0	0	0	0	0	0	0
chr16_24201005_24201506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8415	0	0	0	0	0.7335	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0.4385	0	0.3655	0	0.6195	0	0.3625
chr16_24238912_24239413	0	0	0	0	0	0	1	0	0.363	0.1355	0	0.7025	0.688	0.1925	0.881	0	0.3105	0	0.832	0	0.8295	0	0	0	0	0.9835	0.9955	0	0	0	0	0	0	0	0	0	0	0	0.3565	0.992	0.9995	0	0	0	0	0	0	0	0	0	0	0.972	0	0	0	0	0.9935	0	0	0	0	0	0.937	0	0.8305	0	0	0	0	0	0	0	0.744	0	0.7905	0	0	0	0.9995	0	0	0	0	0	0	0.9225	0	0.1265	0	0.9925	0	0	0	0.9995	0	0.4785	0.3705	0	0	0	0	0	0	0.7205	0
chr16_28158696_28159197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515	0	0	0	0	0	0	0	0	0	0	0	0.5605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0	0.735	0	0	0.168	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.475	0	0	0	0	0	0	0	0	0	0	0.9565	0	0.1955	0	0.9115	0	0	0.2055	0	0	0.543	0.3565	0	0	0	0.825	0	0	0	0
chr16_28508337_28508838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.523	0	0	0	0	0	0	0	0	0	0	0	0.2325	0	0	0	0	0	0.317	0	0	0.1925	0	0	0	0	0	0	0	0	0	0	0	0.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0.763	0	0	0	0	0	0	0	0	0	0	0	0.1885	0	0	0
chr16_33607030_33607531	0	0	0	0	0	0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9745	0	0	0	0	0	0	0	0	0	0	0	0.6945	0.3155	0	0	0	0	0.94	0	0	0	0	0	0.265	0	0	0.7625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9665	0	0	0	0	0.9665	0	0	0	0.2725	0	0.9585	0	0	0	0.252	0	0	0	0
chr16_33655823_33656324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1425	0	0	0	0	0	0	0	0	0	0	0	0.834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319	0	0	0.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_38380597_38381098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1255	0	0	0.2465	0.409	0	0.2415	0.617	0	0	0	0	0	0	0	0	0	0	0.764	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6475	0	0.4035	0	0.236	0	0.3005	0	0.306	0	0.757	0	0	0	0	0	0	0.695	0	0.642	0.1255	0	0	0.548	0.15	0	0	0	0	0	0	0	0	0	0.7865	0	0.748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16_38462389_38462890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928	0	0	0	0	0	0.9145	0	0	0	0.877	0	0	0	0.2045	0	0.167	0	0	0	0	0	0	0	0	0	0	0.1975	0	0	0	0	0	0.965	0	0	0	0	0.372	0	0	0.5025	0.5535	0	0	0	0	0	0.4475	0	0	0.487	0.2645	0	0	0	0	0.29	0	0.5295	0	0	0	0	0.2205	0.9975	0	0	0	0	0	0	0.8815	0	0	0	0	0.9985	0
chr16_38470968_38471469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4675	0.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8035	0	0	0	0	0	0	0	0	0	0.3395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357	0	0	0
chr16_38475180_38475681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1325	0	0.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9925	0	0	0	0	0	0	0	0	0	0	0.235	0	0	0	0.5845	0.96	0	0	0	0	0	0	0	0.867	0.78	0	0	0	0	0.96	0.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0.1435	0	0
chr16_38646397_38646898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	0	0	0	0.302	0	0.9045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806	0	0	0	0	0	0	0	0	0	0.8185	0	0.965	0.992	0	0	0.494	0	0	0
chr16_39978530_39979031	0	0	0	0	0	0	0	0	0.5345	0.493	0	0.1255	0.3995	0.6445	0	0	0.2215	0.754	0.415	0	0.3425	0	0	0	0	0	0	0.334	0.202	0.262	0.221	0.273	0	0.18	0.3195	0	0	0	0.477	0.804	0.159	0	0	0	0	0.182	0	0.4105	0.3455	0.5555	0	0	0	0	0.145	0	0	0	0.1405	0	0	0.275	0.7235	0.222	0.1695	0.1905	0.1525	0.6945	0	0	0	0	0	0	0	0	0.3215	0.3195	0.212	0	0	0	0.1645	0.3785	0	0	0	0.2895	0	0	0	0.3265	0	0	0	0	0	0	0.1825	0	0	0	0	0	0
chr16_46159047_46159548	0	0	0	0	0	0	0	0	0	0	0.9995	0	0	0	0.998	0	0	0	0	0	0.761	0	0	0	0.996	0.6575	0.175	0	0	0	0	0.1915	0	0	0	0	0	0	0.378	0.327	0.9375	0	0	0	0	0	0	0	0	0	0	0	1	0.814	0	0	0	0	0	0	0.994	0	0	1	0.681	0.4645	0	0.8825	0	0	0	0.943	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2305	0	0	0	0	0	0	0	0	0
chr16_48734806_48735307	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.268	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0.1485	0	0	0	0	0	0.5185	0	0	0.765	0	0.8795	0.6425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3785	0	0.2885	0	0	0	0	0	0.919	0.1565	0	0	0	0	0	0	0	0
chr16_53250091_53250592	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264	0	1	0	0	0	0	0	0	0	0	0	0	0	0.1455	0	0	0	0	0	0	0	0	0	0	0	0	0.924	0	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9615	0	0	0	0	0	0	0	0	0.5475	0.809	0	0	0	0	0	0.9035	0	0.644	0	0	0	0	0	0	0	0	0.9255	0	0	0.95	0.395	0	0	0	0
chr16_53293243_53293744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7415	0	0	0	0	0	0	0	0	0.8565	0	0	0	0	0	0	0	0	0	0
chr16_53559388_53559889	0	0	0	0	0	0	0	0	0.2935	0.873	0	0	0	0.4535	0.8845	0	0	0.5195	0	0	0.6375	0	0	0	0.2765	0	0.7845	0	0	0.7085	0.5855	0.9885	0	0	0	0	0	0	0	0.294	0	0.669	0	0	0	0	0	0	0	0	0	0	0	0	0.8965	0	0	0	0.425	0.209	0	0	0.7395	0.1665	0	0	0	0.7965	0	0.1315	0.2065	0	0	0	0	0.7405	0.613	0	0	0	0	0	0.996	0.4315	0	0	0	0.398	0	0	0	0.512	0.187	0.1705	0.3655	0.7305	0	0	0	0	0	0	0	0	0
chr16_53560880_53561381	0	0	0	0	0	0	0	0	0.151	0.2715	0	0	0	0	0.6775	0.5915	0.691	0.1845	0	0	0.8195	0	0.5665	0	0.5985	0	0.307	0	0	0	0	0	0	0	0	0	0	0	0.4915	0	0.5805	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385	0	0	0	0.436	0.484	0	0	0.296	0.203	0.487	0	0	0	0.32	0	0	0.173	0.6845	0	0	0.45	0	0.188	0	0	0	0	0	0	0	0.3365	0.7945	0	0.543	0
chr16_63324640_63325141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9555	0.8765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9925	0.3755	0	0	0	0	0.251	0	0	0
chr16_63379869_63380370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623	0	0	0.2995	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8915	0	0	0	0	0	0.5645	0	0	0	0	0	0	0	0	0.753	0.815	0	0	0	0.5765	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0	0	0	0.2275	0	0	0	0	0	0.4375	0.693	0	0	0	0	0.3585	0	0	0	0	0.835	0	0	0	0	0	0.608	0	0	0
chr16_71179463_71179964	0	0	0	0	0	0.378	0	0	0.675	0	0.695	0	0	0	0.713	0.771	0.2385	0.1465	0	0	0	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5715	0.7705	0	0	0	0	0	0	0	0	0	0	0.409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2135	0	0	0	0.2665	0	0	0.5215	0	0	0	0	0	0	0	0.438	0	0.476	0.2865	0	0	0	0	0
chr16_71180947_71181448	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3815	0	0.5715	0	0	0	0	0.1645	0	0	0	0	0.3035	0.3665	0.408	0	0	0	0	0	0	0.397	0	0.7435	0.755	0.2595	0	0	0	0.1985	0.5055	0	0	0.455	0	0	0	0	0.411	0	0	0.804	0.693	0.7385	0.371	0.762	0	0	0	0.633	0	0	0	0	0.4075	0	0	0	0	0	0	0.4145	0	0	0	0	0	0.432	0	0	0	0.295	0.252	0.433	0.2305	0	0	0.402	0.45	0	0
chr16_73922780_73923281	0.423	0	0	0	0	0	0.6415	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1835	0.227	0	0.889	0	0	0	0	0.9995	0	0	0	0	0	0	0.19	0	0.787	0.96	0	0	0.9655	0.433	0	0	0.9985	0.222	0	0	0	0	0	0.3385	0	0	0	0.527	0.9825	0	0	0	0.9675	0	0	0	0	0	0	0.8175	0	0	0	0	0	0	0	0	0	0	0.9065	0	0	0	0	0	0	0	0
chr16_76534253_76534754	0	0	0	0	0.223	0.9945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0.2615	0	0	0	0.8165	0	0	0	0	0	0.201	0	0	0	0	0.9535	0	0	0.647	0	0	0	0	0	0	0.482	0	0	0	0.9245	0	0.292	0	0	0
chr16_78850197_78850698	0	0.244	0.473	0.3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.5075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466	0	0	0	0.4325	0	0	0	0	0	0	0	0	0	0.277	0	0	0.57	0	0	0	0	0	0
chr17_3475979_3476480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3955	0	0	0
chr17_3540807_3541308	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2715	0	0	0	0	0	0	0.2335	0	0	0	0	0	0	0	0.7965	0	0	0	0	0	0	0	0	0.9855	0	0	0	0	0	0	0.9085	0	0	0	0	0.6915	0	0	0	0.4305	0	0	0.9155	0	0	0	0.942	0	0	0.946	0	0	0	0	0	0	0	0.98	0	0.153	0	0	0	0	0	0
chr17_3993680_3994181	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762	0	0	0	0	0	0	0.745	0	0	0.4515	0	0	0	0	0	0.4195	0	0	0	0	0.179	0.251	0	0	0	0	0	0	0.577	0	0	0	0.6395	0.775	0	0	0	0	0	0	0	0	0.518	0	0	0	0	0	0	0	0	0.479	0.249	0	0	0	0	0	0.2945	0	0	0.854	0	0	0	0.834	0	0	0.336	0.877	0	0
chr17_4260431_4260932	0	0	0	0	0	0	0	0	0.3005	0.186	0	0	0	0	0	0.9205	0.9735	0.6555	0.9935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734	0	0	0	0	0	0.9925	0.8385	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0.255	0	0.945	0	1	0	0	0	0	0	0	0	0	0.942	0	0	0	0	0	0	0	0	0	0	0	0.981	0	0	0	0	0	0.9825	0	0.121	0	0	0.4295	0	0	0
chr17_15700909_15701410	0	0.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903	0	0	0	0	0	0	0	0	0	0	0	0.1415	0.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4535	0	0.966	0	0	0	0	0	0	0	0	0	0	0	0	0.9945	0	0	0	0.4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9975	0
chr17_15838113_15838614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275	0	0	0	0	0	0.1755	0	0	0	0	0	0.719	0	0	0	0	0	0	0.7865	0	0	0	0	0	0	0	0	0	0	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535	0	0	0	0	0	0	0	0.4805	0	0	0	0	0	0	0	0	0
chr17_18164426_18164927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7235	0	0	0
chr17_18244835_18245336	0	0	0	0	0	0	0	0.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5315	0.9345	0	0	0	0	0	0	0	0	0	0	0	0	0.146	0
chr17_18316443_18316944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3405	0	0.3105	0	0.429	0	0.3775	0	0	0	0	0	0	0	0	0	0	0	0.197	0	0.451	0.1535	0.9345	0.7155	0	0	0.483	0	0	0	0	0	0	0.594	0.7015	0	0	0	0.266	0	0.623	0	0.154	0	0	0	0	0.605	0	0.539	0.757	0	0	0	0	0	0	0.5705	0.2925	0.4465	0	0	0	0.413	0	0	0	0.196	0	0	0	0	0.5815	0	0	0	0.2695	0	0	0	0	0.718	0	0	0
chr17_22662756_22663257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17_26935002_26935503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8885	0	0	0	0.8845	0	0	0	0	0	0	0	0	0	0	0	0.774	0.9405	0.9985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0.5475	0	0.205	0	0.2245	0	0	0	0	0	0.2495	0	0	0	1	0.9845	0	0	0	0
chr17_30917922_30918423	0	0	0	0	0	0	0	0	0.5445	0.6005	0	0.128	0.46	0.408	0.2185	0.624	0.702	0.751	0.173	0	0	0	0	0	0	0	0	0	0.958	0.443	0.278	0	0	0.8225	0.3955	0	0	0	0	0.3085	0	0	0	0	0	0	0.4455	0	0	0	0	0	0	0.4765	0	0	0	0	0.169	0	0	0	0	0	0	0	0.632	0.325	0	0	0	0	0	0	0	0	0.5045	0	0	0	0	0	0.671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564	0	0	0
chr18_21186510_21187011	0.2975	0	0	0	0	0	0.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0	0	0	0	0	0.957	0	0	0	0	0	0	0	0	0.135	0	0	0.2295	0	0.68	0	0	0	0	0	0	0	0	0	0.2935	0.995	0	0	0	0.227	0	0.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.941	0	0	0	0	0	0	0	0	0	0.6305	0	0	0.8545	0	0	0	0	0	0
chr18_21262553_21263054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436	0	0	0	0	0.9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2425	0	0	0	0	0	0	0	0	0	0.6415	0	1	0	0	0	0	0	0	0	0.7665	0.3845	0	0	0	0	0	0	0	0
chr18_31392004_31392505	0	0	0	0.188	0	0	0	0	0.1505	0	0	0	0	0	0	0	0	0.4585	0	0	0.1435	0	0.4595	0	0	0	0	0	0	0	0	0.5215	0	0	0	0	0	0	0.444	0.5875	0.16	0	0.1515	0	0	0.4105	0.598	0	0.2795	0	0	0	0	0	0.231	0	0	0	0	0	0	0	0	0.6385	0	0.7125	0.238	0.866	0.348	0	0	0	0	0	0	0	0	0.1495	0.1575	0	0	0	0	0.131	0.5345	0	0.3535	0.7755	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0.224	0	0	0
chr18_35685350_35685851	0	0	0	0	0.4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565	0	0.7235	0	0	0	0	0	0	0	0	0	0.176	0	0.4475	0	0	0.662	0	0	0.135	0	0	0.151	0.273	0.219	0	0.254	0	0.45	0	0.4475	0	0	0	0	0	0	0.1345	0.2195	0.9335	0.5835	0	0	0	0	0	0	0	0.272	0	0	0	0	0	0	0	0.2195	0.883	0	0	0	0.1335	0.2965	0	0	0
chr18_35686043_35686544	0	0	0	0.8425	0	0.1285	0	0	0.9705	0.3465	0	0	0.5795	0.9955	0.6395	0	0.2	0.741	0.6625	0	0.788	0.199	0.278	0	0	0	0.8525	0.212	0	1	0	0	0.723	0	0	0	0	0	0.4695	0.2685	0.2305	0	1	0	0	0.295	0.2375	0	0.2575	0	0	0	0.9225	0	0.307	0	0	0	0.2195	0	0.382	0.3245	0.1715	0	0.1795	0	0	0	0	0.673	0	0.1665	0	0	0.9645	0	0.2815	0.7705	0.379	0	0	0	0.2	0.947	0.7595	0.889	0	0	0	0	0	0	0	0	0	0	0	0	0.236	0	0	0.264	0.276	0	0.6695
chr18_37598838_37599339	0.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346	0	0	0.865	0	0	0	0	0	0	0	0	0.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8555	0	0	0	0	0.931	0	0	0	0	0	0	0	0	0	0
chr18_37643995_37644496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162	0	0	0	0	0	0	0.202	0	0	0	0	0	0	0	0.6135	0	0	0	0	0	0	0.7925	0	0	0	0.897	0	0	0.988	0	0	0	0	0	0	0	0.894	0	0	0.822	0	0	0	0	0
chr18_54303833_54304334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.5345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18_72969008_72969509	0	0	0	0	0	0	0	0	0.3135	0.7795	0	0.127	0.6375	0.3735	0	0.299	0.391	0.799	0.6915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2205	0.279	0	0	0	0	0.419	0.485	0.3085	0	0.5475	0	0	0.4395	0	0	0.6745	0.355	0	0	0	0	0.483	0	0	0	0	0	0.2395	0.7395	0	0.8085	0	0.8005	0.1915	0.878	0	0.496	0	0	0	0	0	0	0.6655	0	0.507	0	0	0	0	0.1945	0	0	0.482	0.61	0.6035	0	0.596	0.324	0	0	0	0.188	0	0.661	0	0	0	0.2485	0	0	0
chr19_1016925_1017426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351	0	0	0.9645	0	0	0	0	0	0.9715	0	0	0.961	0.7615	0	0	0.9355	0	0.8195	0	0.775	0.4335	0.3965	0	0	0	0	0	0	0	0	0	0	0	0	0.9965	0	0	0.997	0	0.994	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0
chr19_9110913_9111414	0	0	0	0	0	0	0	0	0.569	0.8	0	0.7215	0.288	0.33	0	0.2235	0.905	0.5295	0.4235	0	0.3305	0	0	0	0.339	0	0	0	0.341	0.168	0.297	0	0	0.3895	0.124	0	0	0	0.538	0.4485	0.1405	0	0	0	0.6055	0.297	0.7085	0	0	0	0.524	0	0	0.4045	0.185	0	0	0	0.396	0	0	0	0.6415	0	0	0.5545	0	0.602	0.328	0.154	0.817	0	0	0.542	0.207	0	0.365	0	0.547	0	0	0	0	0.456	0	0.5905	0	0.4545	0	0	0.34	0.19	0	0	0	0.1355	0	0	0.618	0.409	0	0.309	0	0	0
